timestamp_ms,VOC_raw,VOC_voltage,raw_ch0,raw_ch1,raw_ch2,raw_ch3,raw_ch4,raw_ch5,raw_ch6,raw_ch7,raw_ch8,raw_ch9,raw_ch10,raw_ch11,reflect_ch0,reflect_ch1,reflect_ch2,reflect_ch3,reflect_ch4,reflect_ch5,reflect_ch6,reflect_ch7,reflect_ch8,reflect_ch9,reflect_ch10,reflect_ch11,absorb_ch0,absorb_ch1,absorb_ch2,absorb_ch3,absorb_ch4,absorb_ch5,absorb_ch6,absorb_ch7,absorb_ch8,absorb_ch9,absorb_ch10,absorb_ch11,CFU_value,label
161237,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
162306,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
163376,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
164444,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
165513,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
166583,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
167652,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
168722,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
169792,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
170862,0,0,0,0,0,0,7,0,0,4,19,1,7,0,nan,nan,nan,nan,1.167,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,-0.067,nan,nan,0,0,0,-0.067,nan,500,fresh
171932,0,0,0,0,0,0,6,0,0,4,19,1,7,0,nan,nan,nan,nan,1,nan,nan,1,1,1,1.167,nan,nan,nan,nan,nan,0,nan,nan,0,0,0,-0.067,nan,500,fresh
